scale,source,kind,category,spearman,n_pairs
3000,C8_dinov3l_grid4x4_rand_3000_s0,model,all,-0.06738550666910788,186
3000,bv26_rand_3000_s0,w2v,all,0.15750701822817742,186
3000,C8_dinov3l_grid4x4_rand_3000_s0,model,noun,-0.14624592294093441,24
3000,bv26_rand_3000_s0,w2v,noun,-0.22546246453394053,24
3000,C8_dinov3l_grid4x4_rand_3000_s1,model,all,0.07925177417495005,117
3000,C8_dinov3l_grid4x4_rand_3000_s2,model,all,0.048343332620445774,109
3000,C8_dinov3l_grid4x4_rand_3000_s3,model,all,-0.0227963009019654,112
3000,C8_dinov3l_grid4x4_rand_3000_s4,model,all,-0.005800505572599864,108
3000,C8_dinov3l_grid4x4_rand_3000_s5,model,all,0.06564552964005194,130
3000,C8_dinov3l_grid4x4_rand_3000_s6,model,all,-0.005194768798310586,133
3000,C8_dinov3l_grid4x4_rand_3000_s7,model,all,0.06794250273508098,112
10000,C8_dinov3l_grid4x4_rand_10000_s0,model,all,0.0041757898020702055,708
10000,bv26_rand_10000_s0,w2v,all,0.11307606146053238,708
10000,C8_dinov3l_grid4x4_rand_10000_s0,model,noun,0.029437554271370316,184
10000,bv26_rand_10000_s0,w2v,noun,0.010197278639425504,184
10000,C8_dinov3l_grid4x4_rand_10000_s1,model,all,-0.020505947271977798,561
10000,C8_dinov3l_grid4x4_rand_10000_s1,model,noun,-0.07271526731442558,137
10000,C8_dinov3l_grid4x4_rand_10000_s2,model,all,0.012452408451241613,544
10000,C8_dinov3l_grid4x4_rand_10000_s2,model,noun,0.04138314120145187,129
10000,C8_dinov3l_grid4x4_rand_10000_s3,model,all,0.06577518077182096,545
10000,C8_dinov3l_grid4x4_rand_10000_s3,model,noun,-0.11013695611525344,135
10000,C8_dinov3l_grid4x4_rand_10000_s4,model,all,-0.003959296308950843,541
10000,C8_dinov3l_grid4x4_rand_10000_s4,model,noun,0.14356573066133338,128
10000,C8_dinov3l_grid4x4_rand_10000_s5,model,all,0.0098114656939744,540
10000,C8_dinov3l_grid4x4_rand_10000_s5,model,noun,0.005407672291230451,123
10000,C8_dinov3l_grid4x4_rand_10000_s6,model,all,-0.043783940240474266,568
10000,C8_dinov3l_grid4x4_rand_10000_s6,model,noun,0.007317436575210101,130
10000,C8_dinov3l_grid4x4_rand_10000_s7,model,all,0.08498906456766535,571
10000,C8_dinov3l_grid4x4_rand_10000_s7,model,noun,0.2101721470333014,134
30000,C8_dinov3l_grid4x4_rand_30000_s0,model,all,0.010840115255168422,1472
30000,bv26_rand_30000_s0,w2v,all,0.1869640564984128,1472
30000,C8_dinov3l_grid4x4_rand_30000_s0,model,noun,-0.028467781161580597,502
30000,bv26_rand_30000_s0,w2v,noun,0.2034461736625506,502
30000,C8_dinov3l_grid4x4_rand_30000_s1,model,all,0.024190050113960988,1224
30000,C8_dinov3l_grid4x4_rand_30000_s1,model,noun,-0.018594885559396385,413
30000,C8_dinov3l_grid4x4_rand_30000_s2,model,all,0.015405411060297795,1224
30000,C8_dinov3l_grid4x4_rand_30000_s2,model,noun,0.0665796500670947,409
30000,C8_dinov3l_grid4x4_rand_30000_s3,model,all,0.022407919456611733,1207
30000,C8_dinov3l_grid4x4_rand_30000_s3,model,noun,0.04205600208930062,408
30000,C8_dinov3l_grid4x4_rand_30000_s4,model,all,0.03686695862733202,1217
30000,C8_dinov3l_grid4x4_rand_30000_s4,model,noun,0.07979492349916249,399
30000,C8_dinov3l_grid4x4_rand_30000_s5,model,all,0.006376119606090541,1263
30000,C8_dinov3l_grid4x4_rand_30000_s5,model,noun,0.0002956860359147231,425
30000,C8_dinov3l_grid4x4_rand_30000_s6,model,all,-0.019044863804165077,1275
30000,C8_dinov3l_grid4x4_rand_30000_s6,model,noun,-0.03542248108510438,426
30000,C8_dinov3l_grid4x4_rand_30000_s7,model,all,0.033292973955150705,1271
30000,C8_dinov3l_grid4x4_rand_30000_s7,model,noun,0.039496509291032454,433
100000,C8_dinov3l_grid4x4_rand_100000_s0,model,all,0.04891827603568297,2727
100000,bv26_rand_100000_s0,w2v,all,0.18494003230649356,2727
100000,C8_dinov3l_grid4x4_rand_100000_s0,model,noun,0.013802351240326775,1029
100000,bv26_rand_100000_s0,w2v,noun,0.21488275977399232,1029
100000,C8_dinov3l_grid4x4_rand_100000_s1,model,all,0.037682963024738995,2442
100000,C8_dinov3l_grid4x4_rand_100000_s1,model,noun,0.04222140379720223,929
100000,C8_dinov3l_grid4x4_rand_100000_s2,model,all,0.029799826173181596,2506
100000,C8_dinov3l_grid4x4_rand_100000_s2,model,noun,0.020272919186418083,933
100000,C8_dinov3l_grid4x4_rand_100000_s3,model,all,0.004152321356079379,2470
100000,C8_dinov3l_grid4x4_rand_100000_s3,model,noun,-0.011780473052569978,922
100000,C8_dinov3l_grid4x4_rand_100000_s4,model,all,0.009912116797527157,2482
100000,C8_dinov3l_grid4x4_rand_100000_s4,model,noun,0.05207709642923099,961
100000,C8_dinov3l_grid4x4_rand_100000_s5,model,all,-0.016178991498970126,2447
