scale,source,kind,category,spearman,n_pairs
3000,F_vitl_bv_rand_3000_s0,model,all,-0.009952347453936864,207
3000,bv26a_rand_3000_s0,w2v,all,-0.02915884566064728,207
3000,F_vitl_bv_rand_3000_s0,model,noun,0.07908396946564884,27
3000,bv26a_rand_3000_s0,w2v,noun,-0.26900763358778623,27
3000,F_vitl_bv_rand_3000_s1,model,all,-0.07515818126917796,128
3000,F_vitl_bv_rand_3000_s2,model,all,-0.11788616884075685,129
3000,F_vitl_bv_rand_3000_s3,model,all,-0.1499303241135936,126
3000,F_vitl_bv_rand_3000_s4,model,all,0.11331267339533443,128
3000,F_vitl_bv_rand_3000_s5,model,all,-0.02572437590297499,113
3000,F_vitl_bv_rand_3000_s6,model,all,-0.15909874169282934,98
3000,F_vitl_bv_rand_3000_s7,model,all,-0.1393093169824561,123
10000,F_vitl_bv_rand_10000_s0,model,all,-0.02416309271905927,771
10000,bv26a_rand_10000_s0,w2v,all,0.03357617680780514,771
10000,F_vitl_bv_rand_10000_s0,model,noun,-0.021860470996850206,211
10000,bv26a_rand_10000_s0,w2v,noun,-0.08833920053102966,211
10000,F_vitl_bv_rand_10000_s1,model,all,-0.021592791220922315,593
10000,F_vitl_bv_rand_10000_s1,model,noun,0.03512071717854585,135
10000,F_vitl_bv_rand_10000_s2,model,all,-0.02313690470810576,603
10000,F_vitl_bv_rand_10000_s2,model,noun,-0.01705725696891203,143
10000,F_vitl_bv_rand_10000_s3,model,all,-0.018952708659671212,609
10000,F_vitl_bv_rand_10000_s3,model,noun,-0.07433376007055649,154
10000,F_vitl_bv_rand_10000_s4,model,all,0.012673476281662372,602
10000,F_vitl_bv_rand_10000_s4,model,noun,0.036930315432422686,133
10000,F_vitl_bv_rand_10000_s5,model,all,-0.07758869406610419,593
10000,F_vitl_bv_rand_10000_s5,model,noun,0.053300061668912595,146
10000,F_vitl_bv_rand_10000_s6,model,all,0.0032167899564322124,572
10000,F_vitl_bv_rand_10000_s6,model,noun,-0.17275786907452734,136
10000,F_vitl_bv_rand_10000_s7,model,all,0.011044352307529978,607
10000,F_vitl_bv_rand_10000_s7,model,noun,0.10638628870635478,139
30000,F_vitl_bv_rand_30000_s0,model,all,-0.004333986142821737,1595
30000,bv26a_rand_30000_s0,w2v,all,0.15735811766985586,1595
30000,F_vitl_bv_rand_30000_s0,model,noun,-0.007267324665612506,514
30000,bv26a_rand_30000_s0,w2v,noun,0.1563561196535471,514
30000,F_vitl_bv_rand_30000_s1,model,all,0.05017808008312857,1325
30000,F_vitl_bv_rand_30000_s1,model,noun,0.03397219638676498,413
30000,F_vitl_bv_rand_30000_s2,model,all,-0.008543729375801359,1273
30000,F_vitl_bv_rand_30000_s2,model,noun,0.039547983914044814,417
30000,F_vitl_bv_rand_30000_s3,model,all,-0.01281313823478118,1301
30000,F_vitl_bv_rand_30000_s3,model,noun,-0.027207714154436624,425
30000,F_vitl_bv_rand_30000_s4,model,all,0.013954056274539333,1327
30000,F_vitl_bv_rand_30000_s4,model,noun,-0.050561409425309255,427
30000,F_vitl_bv_rand_30000_s5,model,all,0.03919497588366987,1304
30000,F_vitl_bv_rand_30000_s5,model,noun,0.038705759556218876,424
30000,F_vitl_bv_rand_30000_s6,model,all,0.05284289547993604,1312
30000,F_vitl_bv_rand_30000_s6,model,noun,0.05403615762210644,439
30000,F_vitl_bv_rand_30000_s7,model,all,0.026034847612333763,1302
30000,F_vitl_bv_rand_30000_s7,model,noun,0.01061484162366682,430
100000,F_vitl_bv_rand_100000_s0,model,all,0.014562213135656322,2808
100000,bv26a_rand_100000_s0,w2v,all,0.20608088830198362,2808
100000,F_vitl_bv_rand_100000_s0,model,noun,0.016460185833051515,1067
100000,bv26a_rand_100000_s0,w2v,noun,0.24123293301708545,1067
100000,F_vitl_bv_rand_100000_s1,model,all,0.01653114263031085,2540
100000,F_vitl_bv_rand_100000_s1,model,noun,0.037954341984427924,955
100000,F_vitl_bv_rand_100000_s2,model,all,0.015920468194501332,2520
100000,F_vitl_bv_rand_100000_s2,model,noun,0.005144166732297805,960
100000,F_vitl_bv_rand_100000_s3,model,all,0.0009468124235838435,2521
100000,F_vitl_bv_rand_100000_s3,model,noun,0.029408600677913715,960
100000,F_vitl_bv_rand_100000_s4,model,all,-0.01556749232600789,2504
100000,F_vitl_bv_rand_100000_s4,model,noun,-0.05250081330288353,935
100000,F_vitl_bv_rand_100000_s5,model,all,0.017061594237292196,2507
100000,F_vitl_bv_rand_100000_s5,model,noun,0.017494716929130977,960
100000,F_vitl_bv_rand_100000_s6,model,all,0.043934830418873555,2567
100000,F_vitl_bv_rand_100000_s6,model,noun,0.021350959847371773,961
100000,F_vitl_bv_rand_100000_s7,model,all,0.034247706687791105,2486
100000,F_vitl_bv_rand_100000_s7,model,noun,0.05216195273182712,949
300000,F_vitl_bv_rand_300000_s0,model,all,0.0506835692131509,4131
300000,bv26a_rand_300000_s0,w2v,all,0.23248393847439464,4131
300000,F_vitl_bv_rand_300000_s0,model,noun,0.04342481045620887,1610
300000,bv26a_rand_300000_s0,w2v,noun,0.28094899448725486,1610
300000,F_vitl_bv_rand_300000_s1,model,all,0.03311300827039535,3820
300000,F_vitl_bv_rand_300000_s1,model,noun,0.06974646477275083,1505
300000,F_vitl_bv_rand_300000_s2,model,all,0.04709809082819645,3815
300000,F_vitl_bv_rand_300000_s2,model,noun,0.09030316001345663,1486
300000,F_vitl_bv_rand_300000_s3,model,all,0.03693240405804463,3833
300000,F_vitl_bv_rand_300000_s3,model,noun,0.02291793258114857,1476
300000,F_vitl_bv_rand_300000_s4,model,all,0.05185351296620972,3878
300000,F_vitl_bv_rand_300000_s4,model,noun,0.07888729555169988,1499
1000000,F_vitl_bv_rand_1000000_s0,model,all,0.14025782492298144,5596
1000000,bv26a_rand_1000000_s0,w2v,all,0.31989956545510967,5596
1000000,F_vitl_bv_rand_1000000_s0,model,noun,0.2039472992880571,2064
1000000,bv26a_rand_1000000_s0,w2v,noun,0.40592970875874124,2064
1000000,F_vitl_bv_rand_1000000_s1,model,all,0.11506022612763978,5460
1000000,F_vitl_bv_rand_1000000_s1,model,noun,0.1499243024064863,2031
1000000,F_vitl_bv_rand_1000000_s2,model,all,0.0864186091038603,5491
1000000,F_vitl_bv_rand_1000000_s2,model,noun,0.16733895523272457,2041
1682259,F_vitl_bv_base_s0,model,all,0.14813933343154023,6144
1682259,bv26a_base,w2v,all,0.3413577064483215,6144
1682259,F_vitl_bv_base_s0,model,noun,0.23641440414326112,2244
1682259,bv26a_base,w2v,noun,0.44380125062435144,2244
1682259,F_vitl_bv_base_s1,model,all,0.14262669720972215,6144
1682259,F_vitl_bv_base_s1,model,noun,0.25300977998218166,2244
1682259,F_vitl_bv_base_s2,model,all,0.135431055723518,6144
1682259,F_vitl_bv_base_s2,model,noun,0.21981412688642527,2244
1682259,F_vitl_bv_base_s3,model,all,0.12292121546343371,6144
1682259,F_vitl_bv_base_s3,model,noun,0.20913994905300556,2244
1682259,F_vitl_bv_base_s4,model,all,0.14725617554013964,6144
1682259,F_vitl_bv_base_s4,model,noun,0.22830030698314935,2244
